DATE,XSLV,IVV,IJH,VXUS,VTI,SCHD,VIG,DNL,ARKK,FIDU,XLF,TECL,USMV,SUSA,BOND,TOTL,BKLN,LDUR,BNDX
20161010,38.25,217.34,154.10,47.06,111.14,42.02,83.14,49.05,21.90,29.82,19.72,49.02,44.77,90.49,106.83,49.91,23.22,100.82,55.47
20161011,37.87,214.66,151.62,46.32,109.66,41.60,82.11,48.20,21.00,29.48,19.54,47.45,44.21,89.31,106.64,49.89,23.22,#N/A N/A,55.51
20161012,38.09,214.93,152.18,46.26,109.79,41.63,82.45,48.08,20.85,29.54,19.52,47.60,44.44,89.44,106.71,49.90,23.21,100.83,55.45
20161013,37.83,214.27,151.56,46.07,109.40,41.50,82.34,47.98,20.59,29.42,19.33,46.76,44.47,89.03,106.88,49.93,23.24,100.70,55.56
20161014,37.93,214.29,151.48,46.15,109.37,41.56,82.32,48.07,20.38,29.46,19.42,47.29,44.45,89.23,106.62,49.86,23.14,100.72,55.40
20161017,37.87,213.58,151.40,46.06,109.06,41.45,82.07,47.83,20.24,29.43,19.33,46.96,44.35,88.75,106.78,49.95,23.15,100.85,55.44
20161018,37.98,214.90,152.28,46.61,109.70,41.48,82.20,48.49,20.57,29.47,19.49,47.81,44.55,89.21,106.97,49.96,23.16,100.94,55.51
20161019,38.05,215.43,152.99,46.77,110.05,41.39,82.12,48.79,20.65,29.61,19.66,47.89,44.51,89.47,106.99,49.98,23.18,101.06,55.54
20161020,37.8579,215.06,152.25,46.75,109.84,41.25,82.02,48.72,20.57,29.38,19.66,47.31,44.35,89.27,106.99,49.98,23.19,100.82,55.57
20161021,37.7491,215.16,152.29,46.69,109.80,41.39,82.30,48.59,20.53,29.38,19.65,47.60,44.23,89.26,107.17,49.98,23.20,100.98,55.55
20161024,38.1,216.11,152.96,46.74,110.35,41.60,82.73,48.51,20.67,29.47,19.71,49.04,44.38,89.62,107.04,49.95,23.21,101.12,55.54
20161025,37.98,215.42,151.86,46.69,109.88,41.62,82.55,48.40,20.43,29.32,19.69,48.56,44.29,88.92,107.16,49.95,23.22,100.89,55.55
20161026,37.71,214.97,151.00,46.43,109.55,41.69,82.49,48.05,20.33,29.45,19.81,47.80,44.13,88.71,106.97,49.93,23.18,100.92,55.44
20161027,37.49,214.38,149.76,46.32,109.18,41.56,82.13,47.85,20.17,29.23,19.86,47.45,43.82,88.47,106.78,49.84,23.16,101.03,55.21
20161028,37.49,213.75,149.62,46.27,108.82,41.60,82.13,47.50,19.98,29.37,19.77,47.29,43.91,88.30,106.84,49.84,23.20,101.00,55.23
20161031,37.87,213.69,150.57,46.31,108.89,41.65,82.31,47.75,19.92,29.45,19.74,47.31,44.18,88.28,106.94,49.87,23.18,101.00,55.28
20161101,37.32,212.23,148.96,46.13,108.08,41.37,81.73,47.31,19.72,29.16,19.66,46.08,43.71,87.73,106.74,49.71,23.15,100.66,55.11
20161102,37.04,210.90,147.55,45.74,107.33,41.22,81.69,46.95,19.32,29.05,19.53,45.20,43.64,87.62,106.80,49.82,23.06,100.81,55.25
20161103,36.97,210.02,147.25,45.70,106.86,41.10,81.41,46.74,19.20,28.96,19.55,44.05,43.54,87.24,106.90,49.78,23.02,100.72,55.16
20161104,37.04,209.67,147.60,45.26,106.79,40.94,81.28,46.36,19.25,29.02,19.49,43.59,43.50,87.28,106.87,49.80,22.98,100.81,55.21
20161107,37.65,214.32,150.56,46.12,109.15,41.71,82.78,47.25,19.82,29.70,19.98,46.43,44.20,89.41,106.78,49.79,23.08,100.85,55.21
20161108,37.834,215.31,150.99,46.27,109.62,41.95,82.97,47.63,19.99,29.85,19.99,47.13,44.49,89.80,106.55,49.70,23.07,100.88,55.14
20161109,38.75,217.69,153.80,45.96,111.00,42.33,83.62,46.93,20.04,30.71,20.84,46.89,44.36,90.49,105.74,49.43,23.07,100.75,54.80
20161110,39.31,218.12,154.49,45.66,111.37,42.28,83.66,45.67,20.44,31.37,21.61,44.61,44.13,90.37,105.13,49.27,23.02,100.71,54.58
20161111,40.4,217.73,156.07,45.19,111.41,42.25,83.62,45.02,20.36,31.54,21.67,45.18,44.06,90.30,105.04,49.23,23.02,100.54,54.50
20161114,40.74,217.79,158.62,44.91,111.70,42.19,83.72,44.67,20.68,31.71,22.20,43.01,44.00,90.29,104.17,48.98,23.06,100.50,54.36
20161115,40.81,219.52,159.30,45.35,112.57,42.53,84.02,45.32,20.60,31.80,22.18,44.87,44.25,90.85,104.53,49.04,23.05,100.48,54.53
20161116,40.79,219.24,159.39,44.88,112.41,42.53,84.06,45.17,#N/A N/A,31.60,21.86,46.09,44.30,90.82,104.70,49.01,23.04,100.42,54.47
20161117,41.02,220.23,160.31,45.16,112.98,42.57,84.36,45.35,20.72,31.70,22.16,47.00,44.43,91.14,104.75,48.95,23.05,100.60,54.45
20161118,41.44,219.79,160.43,44.78,112.77,42.52,84.27,45.01,20.65,31.70,22.16,46.80,44.31,90.75,104.35,48.85,23.05,100.52,54.38
20161121,41.5,221.39,161.44,45.18,113.62,42.81,84.71,45.25,20.88,31.86,22.24,48.22,44.49,91.23,104.34,48.93,23.11,100.46,54.33
20161122,42.07,221.76,162.66,45.40,113.95,43.03,84.78,45.61,20.93,32.07,22.25,48.68,44.63,91.29,104.49,48.94,23.16,100.36,54.54
20161123,42.17,222.00,163.39,45.19,114.11,43.05,84.84,45.33,20.83,32.33,22.38,48.04,44.52,91.25,104.21,48.84,23.10,100.50,54.42
20161124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20161125,42.38,222.81,163.86,45.37,114.55,43.24,85.29,45.47,20.95,32.48,22.41,48.60,44.76,91.57,104.03,48.83,23.07,#N/A N/A,54.44
20161128,42.19,221.83,162.71,45.20,113.89,43.18,85.05,45.67,20.86,32.24,22.15,48.80,44.83,91.18,104.29,48.93,23.11,100.38,54.53
20161129,42.3,222.19,163.06,45.42,114.05,43.17,85.30,45.81,20.36,32.22,22.21,48.91,45.02,91.31,104.55,48.97,23.11,100.28,54.66
20161130,41.93,221.53,162.52,45.38,113.78,43.01,84.76,45.72,20.11,32.31,22.51,47.12,44.45,90.90,104.25,48.82,23.14,100.62,54.53
20161201,41.87,220.73,162.21,45.26,113.31,42.72,84.52,45.26,19.64,32.49,22.90,44.18,44.08,90.59,103.44,48.62,23.19,100.23,54.14
20161202,41.82,220.91,162.43,45.38,113.31,42.86,84.70,45.41,19.80,32.43,22.65,44.64,44.22,90.55,103.67,48.70,23.22,100.25,54.38
20161205,42.43,222.19,164.13,45.74,114.10,43.04,85.05,45.78,20.20,32.50,22.92,45.93,44.33,91.31,103.84,48.76,23.26,100.31,54.33
20161206,42.77,222.99,165.83,45.98,114.68,43.16,85.18,45.93,20.18,32.61,23.12,46.35,44.46,91.54,103.90,48.75,23.29,100.13,54.16
20161207,43.33,225.87,167.72,46.64,116.10,43.77,86.24,46.42,20.08,33.13,23.48,48.95,45.01,92.86,104.38,48.80,23.32,100.26,54.32
20161208,44.01,226.41,169.57,46.67,116.52,43.79,86.17,46.41,20.33,33.02,23.70,49.48,45.03,93.16,104.20,48.78,23.32,100.25,54.24
20161209,44.13,227.85,169.22,46.81,117.15,44.03,86.78,46.65,20.40,33.16,23.75,50.40,45.32,93.71,103.93,48.72,23.32,100.38,54.18
20161212,43.82,227.57,168.18,46.54,116.85,44.25,86.82,46.38,20.40,33.04,23.52,50.04,45.54,93.71,103.88,48.60,23.33,100.25,54.05
20161213,43.89,229.05,168.52,47.00,117.53,44.53,87.18,46.75,20.55,32.92,23.58,51.82,45.77,94.34,104.00,48.61,23.36,100.20,54.21
20161214,43.26,227.32,166.50,46.15,116.47,44.08,86.28,45.83,20.41,32.55,23.47,51.37,45.32,93.39,103.66,48.41,23.36,100.23,54.22
20161215,43.56,228.08,167.18,46.12,116.95,44.21,86.50,45.94,20.78,32.60,23.67,51.94,45.43,93.68,103.22,48.27,23.30,100.05,54.21
20161216,43.07,227.73,166.82,46.03,116.77,44.23,86.43,45.83,20.83,32.42,23.36,50.96,45.60,93.30,103.10,48.25,23.29,100.18,54.32
20161219,43.37,228.15,167.76,45.98,117.10,43.94,86.77,45.67,20.89,32.58,23.37,51.99,45.75,93.45,103.44,48.31,23.32,100.41,54.50
20161220,43.69,229.05,168.76,45.73,116.87,44.05,86.92,45.69,20.83,32.79,23.66,52.52,45.77,93.78,103.57,48.24,23.33,100.15,54.47
20161221,43.46,227.18,167.23,45.66,116.54,43.95,86.61,45.64,20.50,32.71,23.60,52.24,45.62,92.99,103.75,48.36,23.32,100.47,54.50
20161222,43.29,226.85,166.24,45.44,116.24,43.91,85.86,45.50,20.22,32.62,23.54,51.87,45.30,92.77,103.85,48.27,23.32,100.49,54.06
20161223,43.4,227.00,166.52,45.57,116.42,43.94,85.84,45.47,20.31,32.64,23.58,51.94,45.37,92.81,103.92,48.41,23.33,100.43,54.17
20161226,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20161227,43.6,227.64,167.26,45.58,116.71,44.01,85.97,45.50,20.72,32.69,23.61,52.62,45.42,93.08,103.92,48.40,23.34,100.28,54.16
20161228,43.26,225.77,165.55,45.55,115.74,43.68,85.35,45.65,20.29,32.38,23.37,51.31,45.15,92.35,103.52,48.24,23.35,100.26,54.24
20161229,43.43,225.75,166.00,45.80,115.75,43.72,85.52,46.02,20.19,32.37,23.20,51.26,45.37,92.35,103.74,48.41,23.35,100.34,54.34
20161230,43.42,224.99,165.34,45.88,115.32,43.57,85.18,46.06,20.05,32.22,23.25,49.94,45.22,92.01,104.13,48.39,23.36,100.37,54.29
20170102,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20170103,43.51,226.58,166.23,46.21,116.20,43.80,85.47,46.26,20.44,32.46,23.51,51.38,45.34,92.78,104.23,48.42,23.39,100.30,54.10
20170104,44.01,227.95,168.91,46.72,117.09,43.87,85.85,46.53,21.36,32.68,23.70,51.84,45.55,93.38,104.16,48.46,23.39,100.49,54.13
20170105,43.53,227.74,167.60,47.07,116.86,43.83,85.72,47.02,21.15,32.55,23.46,52.12,45.60,93.17,104.37,48.58,23.38,100.40,54.09
20170106,43.34,228.64,167.43,46.97,117.23,43.83,86.15,46.74,21.37,32.66,23.54,53.16,45.66,93.64,104.31,48.53,23.42,100.06,53.95
20170109,42.74,227.90,166.32,46.88,116.78,43.60,85.73,46.80,21.65,32.40,23.38,53.32,45.44,93.17,104.44,48.60,23.39,100.06,54.09
20170110,43.05,227.80,167.44,46.96,116.87,43.45,85.76,46.79,21.95,32.54,23.43,53.21,45.38,92.90,104.58,48.58,23.38,100.47,54.03
20170111,43.24,228.41,168.07,47.31,117.24,43.57,85.96,47.03,21.78,32.68,23.58,53.94,45.52,93.36,104.63,48.58,23.37,100.32,54.13
20170112,42.76,227.97,167.16,47.38,116.93,43.48,85.83,47.06,21.83,32.59,23.38,53.76,45.51,93.10,104.68,48.63,23.41,100.21,54.09
20170113,42.97,228.39,168.12,47.52,117.22,43.51,85.96,47.03,22.06,32.73,23.51,54.02,45.54,93.37,104.50,48.57,23.36,100.43,54.03
20170116,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20170117,42.53,227.64,166.56,47.40,116.70,43.51,86.12,47.01,21.72,32.39,22.95,53.53,45.68,93.17,104.74,48.74,23.35,100.53,54.08
20170118,42.74,228.08,167.30,47.15,116.97,43.53,86.22,46.81,21.80,32.59,23.14,53.93,45.72,93.31,104.45,48.64,23.35,100.46,54.03
20170119,42.38,227.35,166.10,47.11,116.51,43.37,86.09,46.85,21.83,32.73,23.04,53.57,45.47,92.82,104.17,48.61,23.34,100.38,53.92
20170120,42.58,228.10,166.91,47.30,116.91,43.60,86.25,46.93,21.85,32.69,23.15,54.52,45.63,93.05,104.24,48.49,23.33,100.34,53.85
20170123,42.49,227.57,166.51,47.52,116.60,43.41,86.20,47.45,21.90,32.53,23.00,54.67,45.61,93.28,104.79,48.69,23.33,100.66,54.02
20170124,42.94,228.96,169.00,47.71,117.51,43.67,86.72,47.67,22.06,32.95,23.29,55.82,45.72,94.00,104.64,48.65,23.34,100.70,53.92
20170125,43.29,230.82,170.43,48.21,118.52,43.96,87.17,48.08,22.24,33.34,23.68,57.34,45.87,94.72,104.30,48.51,23.35,100.46,53.73
20170126,43.17,230.75,169.86,48.06,118.35,43.80,86.98,48.05,22.11,33.32,23.74,57.04,45.80,94.27,104.42,48.51,23.34,100.55,53.67
20170127,42.95,230.40,169.01,47.95,118.16,43.81,87.03,48.12,22.18,33.27,23.65,57.62,45.82,94.07,104.72,48.57,23.32,100.62,53.75
20170130,42.41,229.03,167.69,47.64,117.36,43.57,86.73,47.87,22.00,33.03,23.46,56.23,45.68,93.45,104.76,48.64,23.32,100.72,53.66
20170131,42.54,228.93,168.17,47.75,117.46,43.36,86.68,48.01,22.09,32.76,23.31,55.37,45.79,93.51,104.98,48.74,23.30,100.80,53.76
20170201,42.29,229.05,167.70,47.91,117.45,43.16,86.23,48.19,22.27,32.75,23.34,56.40,45.48,93.57,104.50,48.60,23.29,100.42,53.66
20170202,42.1,229.13,167.83,47.97,117.53,43.21,86.34,48.13,22.41,32.60,23.25,56.21,45.75,93.79,104.54,48.66,23.29,100.50,53.66
20170203,42.75,230.79,170.14,48.19,118.42,43.41,86.95,48.30,22.38,32.94,23.72,57.25,45.99,94.49,104.63,48.74,23.27,100.55,53.68
20170206,42.36,230.38,169.39,47.91,118.14,43.36,86.80,48.03,22.39,32.86,23.61,57.35,45.86,94.20,104.93,48.84,23.29,100.77,53.63
20170207,42.31,230.37,168.81,47.86,118.13,43.45,87.02,48.00,22.28,32.95,23.55,58.05,45.98,94.28,105.13,48.85,23.27,100.52,53.76
20170208,42.14,230.65,168.95,48.01,118.26,43.51,87.15,48.22,22.49,32.88,23.39,58.39,46.14,94.51,105.52,48.99,23.26,100.72,53.87
20170209,42.51,232.00,170.62,48.14,119.04,43.69,87.61,48.45,22.92,33.13,23.71,59.01,46.34,95.25,105.19,48.88,23.29,100.52,53.88
20170210,42.84,232.91,171.50,48.40,119.54,43.79,88.06,48.69,22.97,33.39,23.78,59.37,46.51,95.56,105.18,48.88,23.29,100.66,53.81
20170213,42.99,234.20,171.99,48.59,120.14,44.01,88.46,48.99,23.05,33.67,24.05,60.19,46.66,96.11,104.96,48.82,23.29,100.71,53.81
20170214,42.9699,235.14,172.47,48.55,120.58,44.10,88.71,48.96,23.22,33.66,24.33,60.84,46.69,96.44,104.74,48.79,23.28,100.74,53.78
20170215,43.14,236.34,172.98,48.82,121.24,44.35,89.20,49.26,23.17,33.84,24.52,61.47,46.87,97.08,104.53,48.72,23.26,100.61,53.78
20170216,43.24,236.22,172.84,48.86,121.13,44.43,89.43,49.27,22.98,33.86,24.46,61.96,47.07,97.05,104.64,48.78,23.27,100.82,53.85
20170217,43.08,236.49,172.96,48.65,121.31,44.49,89.77,49.02,23.14,33.85,24.47,62.39,47.11,97.23,105.00,48.86,23.26,100.65,53.92
20170220,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20170221,43.52,237.92,174.41,48.93,122.03,44.73,90.26,49.26,23.20,34.07,24.59,63.48,47.45,97.92,105.19,48.73,23.28,100.71,53.82
20170222,43.5386,237.78,173.85,48.94,121.87,44.69,90.31,49.36,23.17,33.94,24.61,63.75,47.46,97.88,105.27,48.85,23.29,100.65,53.98
20170223,43.59,237.97,172.99,48.99,121.78,44.88,90.43,49.51,22.97,33.70,24.61,63.61,47.71,97.83,105.49,48.94,23.31,100.73,54.07
20170224,43.54,238.26,173.21,48.60,121.98,45.00,90.78,49.07,22.86,33.87,24.42,64.09,47.94,98.17,105.61,49.03,23.32,100.79,54.23
20170227,43.67,238.63,174.40,48.56,122.25,45.01,90.77,48.99,23.27,34.07,24.55,63.92,47.85,98.17,105.58,48.93,23.36,100.92,54.22
20170228,43.12,238.03,172.45,48.39,121.80,44.84,90.43,48.77,23.13,33.81,24.54,63.11,47.87,97.89,105.44,48.96,23.37,100.98,54.19
20170301,43.8,241.22,175.41,48.95,123.44,45.31,91.49,49.15,23.50,34.46,25.24,65.71,48.18,99.13,104.87,48.70,23.41,100.28,54.08
20170302,43.32,239.83,173.48,48.53,122.65,45.16,91.16,48.67,23.25,34.10,24.85,64.50,48.07,98.43,104.50,48.54,23.37,100.44,54.02
20170303,43.2,239.97,173.55,48.77,122.75,45.11,90.97,48.69,23.20,34.11,24.97,64.67,47.98,98.45,104.48,48.59,23.42,100.57,54.03
20170306,42.87,239.27,172.50,48.65,122.27,45.04,90.73,48.80,23.27,34.03,24.78,64.47,47.89,98.10,104.55,48.61,23.40,100.77,54.05
20170307,42.71,238.57,171.49,48.54,121.88,44.90,90.58,48.62,23.24,33.90,24.71,64.53,47.81,97.87,104.42,48.59,23.36,100.57,54.03
20170308,42.26,238.09,170.68,48.25,121.54,44.85,90.50,48.37,23.24,33.76,24.72,64.69,47.65,97.67,104.32,48.43,23.35,100.77,53.88
20170309,41.99,238.32,170.00,48.31,121.60,44.87,90.47,48.17,22.99,33.57,24.81,64.62,47.67,97.61,104.01,48.36,23.30,100.37,53.77
20170310,42.15,239.15,170.83,48.76,122.04,45.05,90.87,48.62,23.21,33.84,24.79,65.65,47.88,97.98,104.09,48.43,23.25,100.31,53.66
20170313,42.31,239.29,171.11,49.03,122.13,45.03,90.97,48.95,23.43,33.85,24.85,65.95,47.96,98.17,104.09,48.33,23.31,100.48,53.61
20170314,42.348,238.44,170.44,48.69,121.69,44.89,90.70,48.76,23.38,33.61,24.78,65.35,47.81,97.91,103.99,48.34,23.29,100.49,53.72
20170315,42.83,240.39,172.75,49.48,122.79,45.23,91.49,49.75,23.60,34.00,24.74,66.66,48.28,98.85,104.49,48.58,23.29,100.59,53.93
20170316,42.95,240.08,172.56,49.77,122.64,45.19,91.16,50.03,23.72,33.87,24.78,67.08,48.12,98.72,104.41,48.59,23.27,100.35,53.78
20170317,43.32,239.59,172.72,49.76,122.57,45.22,91.44,50.25,23.71,33.91,24.45,67.20,48.26,98.76,104.67,48.69,23.25,100.43,53.73
20170320,42.9437,239.26,171.97,49.86,122.27,44.84,91.12,50.42,23.70,33.78,24.27,67.37,48.15,98.79,104.88,48.64,23.27,100.56,53.79
20170321,42.06,236.26,168.56,49.51,120.57,44.50,90.20,50.03,23.04,33.21,23.57,64.59,47.92,97.57,104.93,48.72,23.18,100.53,53.87
20170322,41.85,236.78,168.91,49.60,120.73,44.54,90.39,50.25,23.02,33.32,23.52,65.77,47.99,97.92,105.11,48.80,23.17,100.56,54.00
20170323,42.15,236.52,169.38,49.71,120.69,44.48,90.20,50.19,23.03,33.28,23.57,65.19,47.96,97.70,105.11,48.82,23.14,100.65,53.97
20170324,42.1554,235.39,168.66,49.73,120.16,44.38,90.02,50.55,23.16,33.16,23.54,65.27,47.71,97.30,105.20,48.84,23.20,100.61,54.02
20170327,42.06,235.05,168.44,49.80,120.02,44.34,89.92,50.24,23.43,33.07,23.45,65.27,47.62,97.21,105.27,48.91,23.17,100.63,54.05
20170328,42.29,236.78,169.72,49.96,120.86,44.57,90.41,50.31,23.60,33.42,23.77,66.52,47.75,97.98,105.13,48.86,23.19,100.63,54.05
20170329,42.31,237.13,170.33,50.02,121.08,44.56,89.95,50.28,23.79,33.45,23.62,66.95,47.74,98.16,105.18,48.95,23.22,100.61,54.19
20170330,42.7856,237.73,171.16,49.82,121.53,44.62,90.11,50.22,23.85,33.66,23.93,67.26,47.75,98.41,105.19,48.90,23.23,100.67,54.15
20170331,42.86,237.27,171.22,49.68,121.32,44.58,89.94,50.14,23.96,33.57,23.73,66.95,47.72,98.25,105.32,48.87,23.26,100.82,54.13
20170403,42.25,236.87,170.33,49.67,121.02,44.45,89.65,50.12,24.03,33.42,23.68,66.75,47.66,97.91,105.45,48.92,23.28,100.78,54.25
20170404,42.32,236.98,170.02,49.71,121.08,44.56,89.65,50.30,23.93,33.45,23.65,66.83,47.68,97.96,105.47,48.90,23.30,100.72,54.23
20170405,42.02,236.28,168.77,49.49,120.59,44.44,89.30,50.28,23.66,33.32,23.47,66.20,47.70,97.60,105.55,48.94,23.31,100.67,54.28
20170406,42.32,236.90,170.19,49.49,120.97,44.46,89.47,49.97,23.77,33.47,23.62,66.06,47.68,97.89,105.59,48.88,23.31,100.87,54.30
20170407,42.3,236.68,170.03,49.44,120.88,44.48,89.55,50.00,23.94,33.52,23.52,66.00,47.65,97.85,105.42,48.82,23.29,100.70,54.31
20170410,42.39,236.85,170.37,49.40,121.03,44.48,89.66,49.87,24.09,33.60,23.46,65.64,47.72,97.93,105.50,48.86,23.32,100.66,54.30
20170411,42.9,236.55,171.42,49.54,120.99,44.49,89.66,50.09,24.03,33.65,23.39,64.89,47.77,97.76,105.76,48.96,23.32,100.60,54.33
20170412,42.52,235.59,169.38,49.55,120.37,44.36,89.24,50.26,23.82,33.17,23.20,64.21,47.71,97.62,106.15,49.10,23.31,100.71,54.41
20170413,42.02,234.03,167.43,49.27,119.55,44.09,88.73,50.17,23.85,32.95,22.90,63.46,47.53,96.99,106.07,49.13,23.23,100.76,54.48
20170414,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20170417,42.57,236.06,169.42,49.67,120.59,44.38,89.51,50.58,23.99,33.27,23.30,65.09,47.84,97.84,106.21,49.19,23.26,100.73,54.48
20170418,42.65,235.35,169.49,49.33,120.33,44.37,89.29,50.11,24.16,33.27,23.08,65.02,47.85,97.53,106.62,49.30,23.27,100.80,54.58
20170419,42.83,234.94,169.79,49.11,120.23,44.19,89.28,50.00,24.30,33.30,23.01,64.85,47.84,97.33,106.39,49.27,23.22,100.81,54.52
20170420,43.24,236.73,171.47,49.56,121.22,44.41,90.09,50.44,24.55,33.68,23.40,66.53,47.99,98.15,106.28,49.20,23.26,100.88,54.46
20170421,43.3,236.13,171.05,49.54,120.83,44.34,90.10,50.39,24.34,33.73,23.16,66.25,47.96,98.03,106.27,49.21,23.26,100.85,54.46
20170424,43.66,238.64,173.17,50.59,122.11,44.73,91.09,51.27,24.68,34.17,23.68,68.56,48.32,99.04,105.96,49.20,23.27,100.79,54.43
20170425,43.94,240.05,174.13,50.89,122.87,44.97,91.49,51.45,25.02,34.33,23.89,69.67,48.46,99.82,105.48,49.09,23.28,100.81,54.30
20170426,44.25,239.95,174.17,50.77,122.90,44.87,91.54,51.33,25.33,34.39,23.87,69.45,48.45,99.73,105.56,49.11,23.24,100.79,54.32
20170427,44.18,240.09,174.33,50.70,123.02,44.90,91.87,51.42,25.58,34.42,23.76,70.41,48.50,99.94,105.77,49.18,23.24,100.78,54.40
20170428,43.42,239.56,172.59,50.70,122.61,44.69,91.49,51.50,25.17,34.22,23.53,70.76,48.39,99.72,105.73,49.25,23.28,100.86,54.35
20170501,43.62,240.22,173.21,50.93,122.93,44.62,91.37,51.82,25.71,34.17,23.68,72.31,48.34,99.84,105.57,49.02,23.27,100.85,54.31
20170502,43.41,240.31,172.81,51.23,122.93,44.64,91.25,52.10,25.68,34.21,23.65,72.75,48.32,99.80,105.48,49.11,23.27,100.85,54.40
20170503,43.16,240.07,172.15,51.08,122.63,44.67,91.06,52.02,25.59,34.25,23.84,72.30,48.15,99.56,105.28,49.05,23.24,100.79,54.43
20170504,43.15,240.23,171.90,51.21,122.72,44.71,91.56,51.90,25.50,34.20,23.88,72.24,48.34,99.78,105.22,49.04,23.23,100.86,54.32
20170505,43.26,241.26,173.37,51.70,123.33,44.87,91.84,52.27,25.76,34.43,23.84,73.08,48.52,100.13,105.16,49.03,23.23,100.70,54.34
20170508,43.2699,241.17,172.65,51.43,123.14,44.82,91.50,52.09,25.69,34.27,23.82,73.98,48.37,100.22,105.21,48.99,23.28,100.81,54.26
20170509,43.19,240.99,172.27,51.40,123.10,44.78,91.49,52.32,26.27,34.33,23.73,74.23,48.25,100.20,105.15,48.96,23.27,100.75,54.23
20170510,43.36,241.38,173.30,51.57,123.37,44.81,91.51,52.42,26.52,34.20,23.81,75.10,48.31,100.31,104.99,48.96,23.30,100.83,54.27
20170511,43.005,240.94,172.30,51.46,123.01,44.62,91.38,52.37,26.57,34.16,23.66,74.85,48.24,100.14,105.02,48.97,23.28,100.90,54.19
20170512,42.83,240.57,171.48,51.73,122.77,44.54,91.12,52.54,26.71,33.90,23.56,75.46,48.15,99.85,105.42,49.08,23.30,100.90,54.35
20170515,43.05,241.79,172.64,52.09,123.43,44.78,91.55,52.82,26.95,34.12,23.74,76.52,48.38,100.50,105.28,49.10,23.25,100.89,54.27
20170516,42.93,241.59,172.53,52.29,123.36,44.82,91.45,53.00,27.07,34.03,23.81,77.65,48.20,100.51,105.42,49.15,23.28,100.89,54.27
20170517,42.19,237.34,168.93,51.60,121.14,44.27,90.15,52.51,26.12,33.37,23.06,71.23,47.93,98.75,105.97,49.31,23.27,100.94,54.48
20170518,42.36,238.19,169.14,51.48,121.50,44.32,90.30,51.83,26.88,33.42,23.15,72.72,48.06,98.90,105.84,49.31,23.25,100.83,54.52
20170519,42.42,239.86,170.85,52.19,122.37,44.66,90.82,52.64,26.93,33.83,23.35,73.83,48.24,99.48,105.85,49.28,23.22,100.76,54.47
20170522,42.66,241.00,171.64,52.26,123.02,44.89,91.45,52.83,27.35,34.10,23.41,75.67,48.55,100.37,105.92,49.27,23.28,101.15,54.43
20170523,42.88,241.52,171.98,52.26,123.23,44.86,91.61,52.79,27.44,34.12,23.59,75.90,48.61,100.65,105.75,49.21,23.26,101.31,54.43
20170524,42.93,242.12,172.50,52.36,123.59,44.95,91.67,53.03,28.26,34.17,23.58,76.75,48.81,100.71,105.88,49.30,23.28,101.24,54.46
20170525,43.02,243.27,172.74,52.38,124.11,45.25,92.40,53.10,28.61,34.31,23.62,78.62,49.17,101.49,105.86,49.29,23.30,101.43,54.54
20170526,42.95,243.23,172.32,52.33,124.09,45.23,92.51,53.08,28.25,34.33,23.61,78.55,49.14,101.64,106.06,49.33,23.30,101.04,54.66
20170529,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
